type,permalink,name,totalInvestingUSD,website,blog,description,shortDescription,foundedDate,minEmployees,maxEmployees,stockSymbol,changeInFunding,averageInvestment,numInvestments,firstName,lastName,degree,subject,degree,subject
Organization,google,Google,29360000000,http://www.google.com,http://googleblog.blogspot.com,"Google is a multinational corporation that is specialized in internet-related services and products. The company’s product portfolio includes Google Search, which provides  users with access to information online; Knowledge Graph that allows to search for things, people, or places as well as builds systems recognizing speech and understanding natural language; Google Now, which provides information to users when they need it; Product Listing Ads that offer product image, price, and merchant information;  AdWords, an auction-based advertising program; AdSense, which enables websites that are part of the Google Network to deliver ads; Google Display, a display advertising network; DoubleClick Ad Exchange, a marketplace for the trading display ad space; and YouTube that offers video, interactive, and other ad formats. 

Additionally, the company offers Android, an open-source mobile software platform; hardware products, including Chromebook, Chrome, Chromecast, and Nexus devices; Google+ , a social platform to share to share content with others; Google Play, a cloud-based digital entertainment store for apps, music, books, and movies; Google Drive, a place for users to create, share, collaborate, and keep their stuff; and Google Wallet, a virtual wallet for in-store contactless payments. Further, it provides Google Apps, which include Gmail, Calendar, and Google Sites that are built for people to work anywhere, anytime, on any device without loss of security or control; Google Maps Application Programming Interface; Google Earth Enterprise, a software solution for imagery and data visualization; Google App Engine, a Platform-as-a-service; Google Cloud Storage; Google BigQuery for real-time analytics; Google Cloud SQL for structured query language; and Google Compute Engine, an Infrastructure-as-a-service-Platform. It also offers mobile wireless devices, and related products and services.

Google was founded by Larry Page and Sergey Brin in 1996 while they were Ph.D. students at Stanford University.",Google is a multinational corporation that is specialized in internet-related services and products.,1998-09-07,10001,1000000,GOOG,0,772631578,38,,
Organization,dfj-growth,DFJ Growth,3327998592,http://dfjgrowth.com,,"DFJ Growth invests in growth stage technology companies that are scaling rapidly and poised for market leadership.

Based in Silicon Valley, DFJ Growth is the later stage investing practice of Draper Fisher Jurvetson (DFJ), a global venture capital firm. DFJ Growth partners with extraordinary entrepreneurs who set out to change the world by creating a new generation of iconic technology-driven businesses.",late stage VC,2006-01-01,0,0,,0,73955524,45,,
Organization,digital-sky-technologies-fo,DST Global,3296000000,http://dst-global.com,,"DST Global (Digital Sky Technologies) is a growth focused investment company specializing in late-stage, high-growth, private companies in the global Internet industry.

The company has pioneered a model to provide liquidity to founders, employees and early investors through mixed primary and secondary transactions. These transactions are often referred to as DST type deals in the Internet world.

The company was founded by Yuri Milner, and after building Mail.ru Group, DST gained international prominence through its investments in Facebook, Zynga and Groupon.",Late-stage Internet Investment Firm,2005-01-01,0,0,,0,96941176,34,,
Organization,firelake-capital-management,Firelake Capital Management,1344000000,http://www.firelakecapital.com,,"Firelake Capital Management is a fund with a &quot;hybrid&quot; portfolio of private and public investments in information technology, energy technology, and material science. The public holdings focus on technological innovation and scalability for self-funding.  The private companies develop &quot;Edge technologies&quot; to meet future fundamental needs.","Firelake Capital Management is a fund with a hybrid portfolio of private and public investments in information technology, energy",,0,0,,0,39529411,34,,
Organization,grotech-ventures,Grotech Ventures,1221120000,http://www.grotech.com,,"As one of the longest-established firms in the venture industry, Grotech Ventures has built a reputation for being a collaborative, long-term partner for CEOs and entrepreneurs by aligning their definition of success with that of their partners.

They initially invest between $500,000 and $5 million in early stage, high growth technology companies, reserving significant capital for subsequent investments to support companies through early and growth stages.

They look to partner with entrepreneurs who have fresh ideas, breakthrough innovations and unconventional approaches that will yield explosive growth. They believe that their ability to meaningfully contribute to a business’s development is just as important as the capital they invest. As such, they seek investment opportunities that offer them the chance to leverage the experience, insight and network they have built since their inception in 1984. Their approach is personal and long-term, not institutional.","Grotech Ventures is an early stage venture capital firm with a reputation for being a collaborative, long-term partner for entrepreneurs.",1984-01-01,0,0,,0,16281600,75,,
Organization,trident-capital,Trident Capital,1056000000,http://www.tridentcap.com,http://blog.tridentcap.com/,"Trident Capital is a venture and growth equity firm investing in Software, Services and Internet.  Trident focuses on companies addressing the major technology challenges facing today&#39;s enterprise, including Cloud Computing, IT Security, Digital Monetization, and Healthcare IT.  We target growth equity investments up to $30 million in rapidly growing companies, often as the first institutional investor.  Founded in 1993, Trident has raised $1.9 billion of capital and is currently investing its $362 million Fund VII.  We invest throughout North America and are headquartered in Palo Alto, CA.  For more information, please visit www.tridentcap.com.","Trident Capital is a venture capital and growth equity firm investing in software, business services and internet-focused companies.",1993-01-01,0,0,,0,7652173,138,,
Organization,artis,ARTIS Ventures,642040000,http://www.artisventures.com,,"ARTIS Ventures supports and partners with entrepreneurs who are driven to positively impact their world through disruptive technological innovation.  Companies the firm has backed include YouTube, Palantir Technologies, Bracket Computing, Practice Fusion, Silver Spring Networks, Nimble Storage, Aruba Networks, Stem CentRx, Omicia, Quid, Modern Meadow, and Juicero.  

Founded in San Francisco by Stuart Peterson, the principals have invested in public and private technology companies since 2002.  ARTIS is a long term venture partner that looks for dynamic companies to support throughout the company’s entire lifecycle:  initial venture investment, initial public offering and beyond.",Venture Capital,2005-01-01,0,0,,0,13957391,46,,
Organization,gabriel-venture-partners,Gabriel Venture Partners,320000000,http://www.gabrielvp.com,,"Gabriel Venture Partners is a venture capital firm that focuses on emerging of communications, networking and information technology companies.  They are committed to fostering innovation by actively assisting entrepreneurs in technology and technology-enabled businesses. 

Founded in 1999, Gabriel Venture Partners is based in Redwood Shores, CA and Annapolis, MD and has more than $260 million under management.","Gabriel Venture Partners is a venture capital firm that focuses on emerging of communications, networking and information technology",1999-01-01,0,0,,0,7804878,41,,
Organization,summit-partners,Summit Partners,168000000,http://www.summitpartners.com,,"Summit Partners is a growth equity firm that invests in rapidly growing companies. Founded in 1984, Summit has raised more than $16 billion in capital and has provided growth equity, recapitalization and management buyout financing to more than 400 growing companies across a range of industries and geographies. These companies have completed more than 135 public offerings and in excess of 150 strategic sales or mergers. 

Summit Partners enhances the value of these companies through infrastructure development, executive and board recruiting, and strategic and operational advice. The firm also brings extensive experience in helping companies navigate the complex process of public offerings or strategic sales and mergers. 

Summit Partners can commit from $5 million to more than $500 million per investment from its equity and credit funds. Summit has offices in Boston, Menlo Park and London.",Summit Partners is a growth equity firm that has raised more than $16 billion in capital.,1984-01-01,0,0,,0,617647,272,,
Organization,gsr-ventures-management,GSR Ventures,128000000,http://www.gsrventures.com/en/index.html,,"GSR Ventures is a venture capital fund that invests primarily in early and growth stage technology companies with substantial operations in China.

They seek investment opportunities that have very large market opportunities, strong management teams and disruptive intellectual property, business models or market positions that will give them a competitive advantage to successfully compete in China and the global market. They are willing to invest in early stage companies with talented entrepreneurs to help build great technology companies such as Intel, Broadcom, Google and HuaWei.",GSR Ventures is a VC fund that invests primarily in early and growth stage technology companies with substantial operations in China.,2004-01-01,0,0,,0,1855072,69,,
